x1,y1,x2,y2
11.957167625427246,2243.843505859375,2482.4931640625,2863.017578125
12.240750312805176,2687.564697265625,171.42626953125,4018.84033203125
13.131518363952637,3546.918701171875,1120.7293701171875,2694.075439453125
19.278690338134766,2478.8505859375,1989.9180908203125,2701.837890625
22.290729522705078,1831.1641845703125,2375.637451171875,2514.78076171875
24.140745162963867,2624.847412109375,1202.9964599609375,1254.092529296875
26.70859718322754,801.9747314453125,2449.58935546875,180.2149658203125
26.70859718322754,801.9747314453125,2681.326171875,180.00230407714844
26.70862579345703,2252.025634765625,1764.387939453125,2340.662841796875
28.216333389282227,1797.43505859375,1687.298828125,1476.191162109375
30.38089370727539,2571.738037109375,1630.00390625,602.1060791015625
38.9022102355957,3658.21826171875,109.98644256591797,3206.071044921875
39.240482330322266,3598.6533203125,1827.6744384765625,2721.534912109375
46.933937072753906,2948.145751953125,2953.333984375,2356.196533203125
49.33556365966797,3174.798583984375,1926.508056640625,3556.54052734375
54.07490158081055,3733.1337890625,2379.69384765625,483.4602355957031
54.07490158081055,3733.1337890625,1619.515380859375,263.8376159667969
57.726295471191406,1712.921875,3008.416748046875,3398.165771484375
69.45565795898438,2616.60498046875,2946.09326171875,1340.553955078125
71.89159393310547,2107.5107421875,256.392578125,1162.80810546875
78.29898834228516,1744.4375,595.9112548828125,3831.785888671875
79.255859375,2177.01708984375,1938.1070556640625,3575.88232421875
82.6465072631836,2721.765869140625,1987.82470703125,2878.370361328125
83.48347473144531,767.3463745117188,2439.080322265625,187.90509033203125
97.1350326538086,1770.7423095703125,2310.34716796875,1517.5718994140625
100.30744934082031,2711.78076171875,2020.9912109375,1565.193603515625
108.16387939453125,3172.644287109375,2015.7745361328125,2136.967041015625
108.16387939453125,3172.644287109375,2015.7745361328125,2136.967041015625
109.63329315185547,767.7301635742188,2551.564697265625,377.1671447753906
112.7975082397461,1567.5867919921875,2250.201904296875,489.0586242675781
113.24467468261719,2407.879150390625,1839.0052490234375,2149.714111328125
124.78399658203125,528.0308837890625,1244.074951171875,2687.26123046875
125.70812225341797,2138.431396484375,632.370849609375,3801.607177734375
126.75669860839844,3594.685791015625,656.545166015625,1029.616455078125
126.75669860839844,3594.685791015625,784.2552490234375,930.0473022460938
133.22293090820312,1784.0150146484375,567.2034301757812,1430.97021484375
135.12933349609375,3094.197265625,706.9657592773438,3638.16455078125
135.12933349609375,3094.197265625,2515.248046875,2022.2890625
145.64637756347656,1748.3707275390625,2627.7822265625,349.9452209472656
152.7061767578125,2207.78759765625,2377.3486328125,2359.62109375
157.99655151367188,1579.6651611328125,1980.021240234375,1840.2110595703125
159.624267578125,3523.2890625,54.42770767211914,2569.587890625
160.209716796875,3150.248291015625,2237.9501953125,2059.6953125
163.78219604492188,3881.109130859375,155.308349609375,2666.9775390625
165.21905517578125,2710.1982421875,2187.687255859375,2941.073486328125
169.08612060546875,3130.386474609375,2188.677978515625,3417.6826171875
176.01434326171875,3839.48291015625,2389.333740234375,345.51617431640625
191.22299194335938,1793.1671142578125,2648.910400390625,365.7943420410156
192.62307739257812,3666.1953125,1390.822265625,2721.425048828125
203.7959747314453,3783.23876953125,766.507080078125,1395.46826171875
210.77621459960938,3795.981689453125,962.5195922851562,2936.337890625
211.30087280273438,2667.826904296875,2736.4658203125,3959.43359375
211.8016815185547,2166.03515625,1624.2808837890625,699.91943359375
212.19827270507812,1965.361572265625,2342.646240234375,3182.430908203125
212.66415405273438,2700.65966796875,740.52490234375,2918.58935546875
213.48658752441406,1763.4365234375,1665.7452392578125,668.8660888671875
230.7617645263672,1480.8477783203125,1065.4698486328125,2148.630615234375
231.92489624023438,2488.88232421875,220.04013061523438,2672.0458984375
233.9537353515625,2236.272216796875,2479.5908203125,2180.65576171875
233.9537353515625,2236.272216796875,2479.5908203125,2180.65576171875
242.37985229492188,1996.638916015625,2898.020751953125,2348.42626953125
252.74534606933594,3125.25244140625,2310.007080078125,3414.259765625
257.0631408691406,2071.1005859375,2407.41552734375,714.54833984375
261.0025329589844,2757.407958984375,1327.5634765625,2958.722900390625
261.96185302734375,2120.017333984375,2575.75634765625,239.4849395751953
262.2322998046875,1712.045166015625,1248.699462890625,2898.279296875
262.2690734863281,2720.4638671875,1478.235107421875,2915.430908203125
274.8487854003906,1495.9661865234375,601.1983032226562,3805.317626953125
283.9764099121094,3861.29638671875,744.6531372070312,3633.856201171875
289.9822692871094,3710.15283203125,261.418701171875,2720.6435546875
294.6918029785156,2123.43359375,2530.791259765625,3409.055419921875
297.51763916015625,3177.716552734375,2369.75048828125,3442.152587890625
301.8905944824219,2729.78564453125,680.6005249023438,2691.210693359375
301.8905944824219,2729.78564453125,604.2437744140625,2917.308349609375
